track_name,artist_name,total_streams,daily_streams,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Galway Girl,Ed Sheeran,1366275050.0,339018.0,pop,0.624,0.876,9.0,-3.374,1.0,0.1,0.0735,0.0,0.327,0.781,99.943,170827.0,9.0
Happier,Ed Sheeran,1362633206.0,267212.0,pop,0.522,0.385,0.0,-7.355,1.0,0.0288,0.536,0.0,0.135,0.236,89.792,207520.0,0.0
Bad Romance,Lady Gaga,1356855798.0,806435.0,art pop,0.696,0.921,0.0,-3.755,1.0,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573.0,0.0
TiK ToK,Kesha,1351612783.0,978165.0,dance pop,0.755,0.837,2.0,-2.718,0.0,0.142,0.0991,0.0,0.289,0.714,120.028,199693.0,2.0
Blueberry Faygo,Lil Mosey,1347539591.0,450106.0,melodic rap,0.774,0.554,0.0,-7.909,1.0,0.0383,0.207,0.0,0.132,0.349,99.034,162547.0,0.0
Romantic Homicide,d4vd,1340680506.0,1381478.0,bedroom pop,0.571,0.544,6.0,-10.613,1.0,0.0299,0.453,0.00805,0.322,0.216,132.052,132631.0,6.0
Promiscuous,Nelly Furtado,1328959520.0,1015184.0,canadian latin,0.808,0.97,10.0,-6.098,0.0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,242293.0,10.0
Zombie,The Cranberries,1327659785.0,790779.0,irish rock,0.309,0.649,7.0,-8.994,1.0,0.035,0.0158,0.00591,0.367,0.312,166.915,306440.0,7.0
hot girl bummer,blackbear,1306601586.0,256022.0,pop,0.782,0.559,6.0,-7.106,0.0,0.0767,0.125,0.0,0.385,0.685,129.992,188344.0,6.0
Falling,Harry Styles,1305712520.0,740457.0,pop,0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133.0,4.0
august,Taylor Swift,1302540403.0,1037164.0,pop,0.532,0.623,5.0,-9.208,1.0,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923.0,5.0
Running Up That Hill (A Deal With God),Kate Bush,1300283848.0,504007.0,art pop,0.629,0.545,10.0,-13.123,0.0,0.0546,0.719,0.00308,0.0604,0.194,108.376,298933.0,10.0
Royals,Lorde,1286057622.0,374871.0,art pop,0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.0,0.132,0.337,84.878,190185.0,7.0
Welcome To The Jungle,Guns N' Roses,1283148992.0,619946.0,glam metal,0.453,0.987,8.0,-4.485,1.0,0.0889,0.0195,0.283,0.268,0.316,123.544,273480.0,8.0
Budapest,George Ezra,1277330791.0,771025.0,folk-pop,0.717,0.455,5.0,-8.303,1.0,0.0276,0.0846,0.0,0.11,0.389,127.812,200733.0,5.0
Lose You To Love Me,Selena Gomez,1276924415.0,445812.0,pop,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,206459.0,4.0
Arcade,Duncan Laurence,1271654723.0,604044.0,dutch pop,0.45,0.329,9.0,-12.603,0.0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624.0,9.0
telepatía,Kali Uchis,1270745857.0,816491.0,colombian pop,0.653,0.524,11.0,-9.016,0.0,0.0502,0.112,0.0,0.203,0.553,83.97,160191.0,11.0
Break My Heart,Dua Lipa,1259026855.0,457489.0,dance pop,0.73,0.729,4.0,-3.434,0.0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820.0,4.0
MONEY,LISA,1255150237.0,338721.0,k-pop,0.831,0.554,1.0,-9.998,0.0,0.218,0.161,6.12e-05,0.152,0.396,140.026,168228.0,1.0
Issues,Julia Michaels,1250069861.0,243464.0,pop,0.728,0.415,8.0,-6.852,1.0,0.0639,0.401,0.0,0.0616,0.455,114.145,176320.0,8.0
Freaks,Surf Curse,1245622858.0,1052328.0,dreamo,0.345,0.941,9.0,-9.918,1.0,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147062.0,9.0
Only Girl (In The World),Rihanna,1242755484.0,868394.0,barbadian pop,0.789,0.706,11.0,-4.233,0.0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,235493.0,11.0
golden hour,JVKE,1241891940.0,745594.0,modern indie pop,0.515,0.593,4.0,-4.801,1.0,0.0322,0.653,0.162,0.25,0.153,94.467,209260.0,4.0
Dream On,Aerosmith,1234668011.0,726754.0,album rock,0.392,0.476,1.0,-7.583,1.0,0.0249,0.397,0.000163,0.309,0.234,78.031,267597.0,1.0
Way down We Go,KALEO,1233765684.0,1056715.0,icelandic indie,0.489,0.505,10.0,-8.022,0.0,0.117,0.579,0.000333,0.104,0.337,163.255,213707.0,10.0
Need to Know,Doja Cat,1231425336.0,325096.0,dance pop,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,210560.0,1.0
Paris,The Chainsmokers,1229929957.0,302646.0,electropop,0.653,0.658,2.0,-6.428,1.0,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507.0,2.0
Space Song,Beach House,1227078473.0,884038.0,art pop,0.508,0.792,0.0,-7.311,0.0,0.0297,0.229,0.124,0.145,0.601,147.067,320467.0,0.0
MIDDLE OF THE NIGHT,Elley Duhé,1208693689.0,677525.0,alt z,0.41,0.611,4.0,-8.271,0.0,0.0467,0.0228,0.0,0.116,0.0899,185.727,184448.0,4.0
Stan,Eminem,1207584420.0,620227.0,detroit hip hop,0.78,0.768,6.0,-4.325,0.0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404107.0,6.0
How You Remind Me,Nickelback,1207472414.0,1049415.0,alternative metal,0.446,0.764,10.0,-5.042,1.0,0.033,0.00135,0.0,0.099,0.543,172.094,223840.0,10.0
All I Want,Kodaline,1203398797.0,421108.0,irish pop,0.188,0.411,0.0,-9.733,1.0,0.0484,0.174,0.153,0.0843,0.159,187.376,305747.0,0.0
we fell in love in october,girl in red,1202031766.0,1315623.0,alt z,0.566,0.366,7.0,-12.808,1.0,0.028,0.113,0.181,0.155,0.237,129.96,184154.0,7.0
Fast Car,Jonas Blue,1194505684.0,361112.0,pop,0.672,0.578,9.0,-6.621,1.0,0.0569,0.469,0.0,0.312,0.548,113.945,212424.0,9.0
What You Know Bout Love,Pop Smoke,1194354148.0,424853.0,brooklyn drill,0.709,0.548,10.0,-8.493,1.0,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000.0,10.0
Just Dance,Lady Gaga,1190019668.0,800705.0,art pop,0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933.0,1.0
Smack That,Akon,1187235800.0,1095831.0,dance pop,0.939,0.742,5.0,-5.171,0.0,0.0467,0.321,0.0,0.107,0.924,118.978,212360.0,5.0
Midnight City,M83,1175248114.0,615146.0,french shoegaze,0.526,0.712,11.0,-6.525,0.0,0.0356,0.0161,0.0,0.179,0.32,105.009,241440.0,11.0
It's You,Ali Gatie,1173333918.0,319080.0,canadian hip hop,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,212607.0,11.0
abcdefu,GAYLE,1169984301.0,259435.0,modern alternative pop,0.695,0.54,4.0,-5.692,1.0,0.0493,0.299,0.0,0.367,0.415,121.932,168602.0,4.0
Firestone,Kygo,1161709299.0,284338.0,edm,0.704,0.634,11.0,-7.374,0.0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,271640.0,11.0
Breaking Me,Topic,1159545256.0,221670.0,german dance,0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,166794.0,8.0
Dynamite,Taio Cruz,1153875599.0,571831.0,dance pop,0.751,0.783,4.0,-3.724,1.0,0.0859,0.00379,0.0,0.036,0.816,119.975,202613.0,4.0
Electric Love,BØRNS,1152499274.0,411212.0,indie poptimism,0.611,0.797,6.0,-7.627,0.0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107.0,6.0
SNAP,Rosa Linn,1152261943.0,561619.0,alt z,0.565,0.636,0.0,-8.198,1.0,0.0638,0.107,9.9e-06,0.447,0.525,170.01,179551.0,0.0
Paradise City,Guns N' Roses,1149909123.0,470785.0,glam metal,0.268,0.98,11.0,-5.958,1.0,0.103,0.0192,0.00709,0.182,0.395,100.315,405600.0,11.0
Careless Whisper,George Michael,1149878993.0,741465.0,new wave pop,0.574,0.628,2.0,-8.815,0.0,0.036,0.13,0.0,0.271,0.803,153.119,300107.0,2.0
Until I Found You,Stephen Sanchez,1140324228.0,838113.0,gen z singer-songwriter,0.551,0.55,10.0,-5.339,1.0,0.0286,0.777,0.0,0.202,0.342,101.19,176440.0,10.0
Infinity,Jaymes Young,1127183357.0,372139.0,indie poptimism,0.671,0.673,11.0,-6.941,0.0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720.0,11.0
Rap God,Eminem,1123824834.0,480512.0,detroit hip hop,0.708,0.843,7.0,-2.66,1.0,0.314,0.397,0.0,0.799,0.625,148.14,363521.0,7.0
My House,Flo Rida,1122845468.0,452660.0,dance pop,0.688,0.702,7.0,-4.792,0.0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191.0,7.0
Little Talks,Of Monsters and Men,1116983731.0,395408.0,folk-pop,0.457,0.757,1.0,-5.177,1.0,0.032,0.0206,0.0,0.146,0.417,102.961,266600.0,1.0
I Was Never There,The Weeknd,1112976566.0,746534.0,canadian contemporary r&b,0.323,0.737,10.0,-4.008,1.0,0.0338,0.142,0.000162,0.163,0.155,113.26,241067.0,10.0
THATS WHAT I WANT,Lil Nas X,1108056845.0,242155.0,lgbtq+ hip hop,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901.0,1.0
Softcore,The Neighbourhood,1104032362.0,1222568.0,modern alternative rock,0.575,0.568,9.0,-5.509,0.0,0.03,0.0484,0.000417,0.286,0.37,93.986,206280.0,9.0
Shut up My Moms Calling,Hotel Ugly,1103839272.0,1756541.0,modern indie pop,0.485,0.409,9.0,-10.711,0.0,0.101,0.325,0.0,0.103,0.376,138.419,164571.0,9.0
You Are The Reason,Calum Scott,1101160259.0,373956.0,pop,0.329,0.235,10.0,-7.699,1.0,0.0303,0.918,0.0,0.137,0.22,171.006,204326.0,10.0
My Way,Calvin Harris,1095632329.0,524179.0,dance pop,0.818,0.913,4.0,-3.06,0.0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,219160.0,4.0
Perfect Strangers,Jonas Blue,1093512737.0,314305.0,pop,0.73,0.861,1.0,-4.1,1.0,0.0451,0.39,0.0,0.213,0.704,117.965,196613.0,1.0
Numb / Encore,JAY-Z,1084295586.0,672491.0,east coast hip hop,0.687,0.793,2.0,-4.254,1.0,0.166,0.0603,0.0,0.582,0.751,107.045,205733.0,2.0
Mine,Bazzi,1075815156.0,152589.0,pop,0.71,0.789,4.0,-3.874,1.0,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064.0,4.0
Best Day Of My Life,American Authors,1070301285.0,495914.0,modern rock,0.673,0.902,2.0,-2.392,1.0,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240.0,2.0
Go Flex,Post Malone,1070254979.0,229839.0,dfw rap,0.665,0.498,5.0,-8.185,1.0,0.0832,0.228,0.0,0.0757,0.127,81.967,179613.0,5.0
Bored,Billie Eilish,1058307551.0,651167.0,art pop,0.614,0.318,7.0,-12.695,1.0,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933.0,7.0
The Lazy Song,Bruno Mars,1049753060.0,596713.0,dance pop,0.794,0.711,8.0,-5.124,0.0,0.0699,0.3,0.0,0.0955,0.955,174.915,189109.0,8.0
American Idiot,Green Day,1048807763.0,619754.0,modern rock,0.38,0.988,1.0,-2.042,1.0,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,176346.0,1.0
Replay,Iyaz,1047937400.0,457636.0,dance pop,0.706,0.751,9.0,-6.323,1.0,0.0708,0.173,0.0,0.168,0.195,91.031,182307.0,9.0
Rewrite The Stars,Zac Efron,1044991701.0,327955.0,hollywood,0.684,0.619,10.0,-7.005,1.0,0.0386,0.0716,0.0,0.122,0.284,125.046,217440.0,10.0
Sunroof,Nicky Youre,1043726738.0,877213.0,singer-songwriter pop,0.768,0.714,10.0,-5.11,1.0,0.0401,0.352,0.0,0.15,0.842,131.443,163026.0,10.0
Bound 2,Kanye West,1041881948.0,629217.0,chicago rap,0.367,0.665,1.0,-2.821,1.0,0.0465,0.145,0.0,0.113,0.31,148.913,229147.0,1.0
Old Town Road,Lil Nas X,1039628178.0,189454.0,lgbtq+ hip hop,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,157067.0,6.0
Wake Me Up Before You Go-Go,Wham!,1039410260.0,565882.0,new romantic,0.62,0.573,0.0,-11.893,1.0,0.0423,0.271,0.0,0.0607,0.897,81.548,231333.0,0.0
On Top Of The World,Imagine Dragons,1037908563.0,430350.0,modern rock,0.635,0.926,0.0,-5.589,1.0,0.151,0.0893,4.53e-06,0.0928,0.761,100.048,189840.0,0.0
Teenagers,My Chemical Romance,1027478164.0,596009.0,emo,0.463,0.857,4.0,-3.063,1.0,0.0632,0.0506,0.0,0.184,0.856,111.647,161920.0,4.0
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,1026410912.0,407717.0,pop,0.881,0.592,2.0,-4.898,1.0,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487.0,2.0
Am I Wrong,Nico & Vinz,1025636525.0,320770.0,afrobeats,0.729,0.675,8.0,-6.003,1.0,0.0312,0.175,1.58e-06,0.55,0.779,119.968,245867.0,8.0
Die For You,The Weeknd,1024078581.0,731164.0,canadian contemporary r&b,0.586,0.525,1.0,-7.163,0.0,0.0615,0.111,0.0,0.134,0.508,133.629,260253.0,1.0
Late Night Talking,Harry Styles,1022546800.0,370251.0,pop,0.714,0.728,10.0,-4.595,1.0,0.0468,0.298,0.0,0.106,0.901,114.996,177955.0,10.0
Truth Hurts,Lizzo,1012799500.0,130483.0,escape room,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,173325.0,4.0
Hold the Line,TOTO,1007324349.0,854669.0,album rock,0.473,0.898,6.0,-4.797,0.0,0.0561,0.00783,0.0618,0.173,0.808,96.556,235547.0,6.0
Levitating,Dua Lipa,1004917448.0,322553.0,dance pop,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,6.0
Snowman,Sia,1001639650.0,1324772.0,australian dance,0.716,0.512,1.0,-6.257,1.0,0.0331,0.483,0.0,0.0928,0.326,104.957,165907.0,1.0
Sunday Best,Surfaces,992006752.0,245756.0,bedroom soul,0.878,0.525,5.0,-6.832,1.0,0.0578,0.183,0.0,0.0714,0.694,112.022,158571.0,5.0
Lalala,Y2K,991356993.0,131041.0,pop rap,0.843,0.39,2.0,-7.899,1.0,0.0846,0.178,0.0,0.137,0.495,129.972,160627.0,2.0
"jealousy, jealousy",Olivia Rodrigo,991023430.0,667116.0,pop,0.695,0.575,10.0,-6.334,0.0,0.116,0.198,0.0,0.0614,0.699,163.929,173160.0,10.0
Truth Hurts,Lizzo,990690505.0,161441.0,escape room,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,173325.0,4.0
Pray For Me,The Weeknd,985666015.0,424923.0,canadian contemporary r&b,0.732,0.678,2.0,-4.977,1.0,0.0886,0.0867,2.41e-05,0.112,0.196,100.626,211421.0,2.0
In Your Eyes,The Weeknd,984337209.0,297276.0,canadian contemporary r&b,0.667,0.721,7.0,-5.349,0.0,0.033,0.00248,6.24e-05,0.0753,0.703,100.018,237522.0,7.0
Mama,Jonas Blue,984248884.0,213867.0,pop,0.738,0.794,11.0,-4.118,0.0,0.0416,0.101,0.0,0.0533,0.566,104.014,184134.0,11.0
One More Night,Maroon 5,979454222.0,664698.0,pop,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,219467.0,5.0
I Kissed A Girl,Katy Perry,978485938.0,549477.0,pop,0.699,0.76,5.0,-3.173,1.0,0.0677,0.00223,0.0,0.132,0.696,129.996,179640.0,5.0
Killing In The Name,Rage Against The Machine,977733903.0,527495.0,alternative metal,0.466,0.833,7.0,-4.215,1.0,0.304,0.0266,0.0,0.0327,0.661,88.785,313573.0,7.0
What I've Done,Linkin Park,967886136.0,802434.0,alternative metal,0.623,0.93,5.0,-5.285,1.0,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,205613.0,5.0
WITHOUT YOU,The Kid LAROI,963805591.0,227613.0,australian hip hop,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,161385.0,0.0
Runaway,AURORA,961882154.0,526549.0,art pop,0.459,0.276,11.0,-10.339,1.0,0.036,0.63,9.5e-05,0.104,0.128,114.169,248827.0,11.0
...Baby One More Time,Britney Spears,960889937.0,777083.0,dance pop,0.759,0.699,0.0,-5.745,0.0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067.0,0.0
Fireflies,Owl City,955326554.0,360434.0,indietronica,0.512,0.662,3.0,-6.797,1.0,0.0439,0.0275,0.0,0.118,0.472,180.114,228347.0,3.0
Runaway (U & I),Galantis,945662567.0,273648.0,dance pop,0.506,0.805,1.0,-4.119,1.0,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074.0,1.0
Temperature,Sean Paul,945235050.0,522150.0,dance pop,0.951,0.6,0.0,-4.675,0.0,0.0685,0.106,0.0,0.0712,0.822,125.04,218573.0,0.0
Love You Like A Love Song,Selena Gomez & The Scene,943358821.0,646915.0,pop,0.858,0.678,1.0,-3.87,0.0,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453.0,1.0
Jealous,Eyedress,942510706.0,1068261.0,noise pop,0.474,0.921,9.0,-10.431,0.0,0.0457,0.00491,0.85,0.476,0.696,93.01,122339.0,9.0
2055,Sleepy Hallow,927528453.0,669815.0,brooklyn drill,0.829,0.512,6.0,-5.865,0.0,0.187,0.492,0.0,0.12,0.638,80.511,123987.0,6.0
Those Eyes,New West,925600474.0,948750.0,toronto indie,0.593,0.352,4.0,-8.296,1.0,0.0284,0.695,2.22e-05,0.3,0.226,119.988,220750.0,4.0
Boss Bitch,Doja Cat,924896030.0,283558.0,dance pop,0.707,0.955,10.0,-4.593,0.0,0.222,0.127,0.0,0.202,0.575,125.989,134240.0,10.0
Formula,Labrinth,916231197.0,395499.0,indie poptimism,0.574,0.664,11.0,-6.068,1.0,0.0409,0.0448,0.0553,0.146,0.226,144.654,91870.0,11.0
Never Gonna Give You Up,Rick Astley,908817110.0,493179.0,new romantic,0.721,0.939,8.0,-11.823,1.0,0.0376,0.115,3.79e-05,0.108,0.914,113.309,213573.0,8.0
Hold On,Chord Overstreet,906705750.0,462084.0,acoustic pop,0.618,0.443,2.0,-9.681,1.0,0.0526,0.469,0.0,0.0829,0.167,119.949,198853.0,2.0
Heart Attack,Demi Lovato,903466626.0,531054.0,pop,0.504,0.785,8.0,-4.802,1.0,0.104,0.0738,0.0,0.239,0.502,173.968,210840.0,8.0
No Money,Galantis,900273179.0,147207.0,dance pop,0.674,0.915,6.0,-3.999,0.0,0.0411,0.0282,0.00337,0.273,0.78,126.038,191293.0,6.0
Someone To You,BANNERS,897477960.0,405499.0,indie poptimism,0.52,0.903,2.0,-5.497,1.0,0.042,0.00517,0.0,0.254,0.652,74.988,219801.0,2.0
I Knew You Were Trouble.,Taylor Swift,897192423.0,337437.0,pop,0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,219760.0,6.0
Rise,Jonas Blue,896402268.0,179722.0,pop,0.687,0.785,1.0,-4.65,1.0,0.0333,0.327,0.0,0.203,0.655,106.046,194408.0,1.0
Breezeblocks,alt-J,893441350.0,372935.0,indie rock,0.615,0.658,5.0,-7.299,1.0,0.0343,0.096,0.000911,0.205,0.293,150.093,227080.0,5.0
Maniac,Conan Gray,893226225.0,325642.0,bedroom pop,0.628,0.639,8.0,-5.46,1.0,0.0435,0.00162,0.0,0.354,0.493,108.045,185773.0,8.0
Jackie Chan,Tiësto,892921483.0,143619.0,big room,0.747,0.834,3.0,-2.867,0.0,0.045,0.374,0.0,0.0586,0.687,128.005,215760.0,3.0
Boulevard of Broken Dreams,Green Day,887056184.0,518773.0,modern rock,0.496,0.682,8.0,-4.095,1.0,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,262333.0,8.0
3005,Childish Gambino,886142293.0,387591.0,atl hip hop,0.664,0.447,6.0,-7.272,0.0,0.289,0.112,0.0,0.091,0.659,83.138,234215.0,6.0
I Won't Give Up,Jason Mraz,883953282.0,219520.0,acoustic pop,0.483,0.303,4.0,-10.058,1.0,0.0429,0.694,0.0,0.115,0.139,133.406,240166.0,4.0
The Motto,Tiësto,883235395.0,339730.0,big room,0.754,0.763,7.0,-4.627,0.0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164819.0,7.0
One Call Away,Charlie Puth,879714625.0,227255.0,pop,0.667,0.613,1.0,-5.353,1.0,0.0344,0.403,0.0,0.115,0.47,91.024,194453.0,1.0
Not Allowed,TV Girl,877497784.0,1050829.0,pov: indie,0.67,0.905,1.0,-6.855,1.0,0.129,0.669,0.000227,0.349,0.563,104.965,167864.0,1.0
Lost Boy,Ruth B.,868254202.0,197568.0,alt z,0.71,0.0565,7.0,-15.099,1.0,0.0534,0.965,0.0,0.0889,0.348,123.994,275280.0,7.0
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,863961015.0,463078.0,europop,0.749,0.491,10.0,-9.655,1.0,0.0403,0.02,0.00899,0.159,0.536,119.528,292613.0,10.0
Train Wreck,James Arthur,863413163.0,386827.0,pop,0.311,0.485,6.0,-5.726,0.0,0.0365,0.701,0.0,0.0726,0.225,77.355,208827.0,6.0
First Class,Jack Harlow,859473397.0,278876.0,deep underground hip hop,0.902,0.582,5.0,-5.902,0.0,0.109,0.111,3.18e-06,0.111,0.332,107.005,173948.0,5.0
comethru,Jeremy Zucker,859284102.0,229482.0,alt z,0.795,0.178,0.0,-11.991,1.0,0.0574,0.607,0.0,0.623,0.608,93.982,181613.0,0.0
All About That Bass,Meghan Trainor,854307443.0,220687.0,hip pop,0.807,0.887,9.0,-3.726,1.0,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920.0,9.0
Beautiful Girls,Sean Kingston,848790631.0,609128.0,dance pop,0.762,0.661,1.0,-6.075,0.0,0.0687,0.15,0.0,0.256,0.769,130.009,225373.0,1.0
Moral of the Story,Ashe,848393336.0,576645.0,alt z,0.569,0.403,10.0,-8.618,1.0,0.0439,0.593,4.49e-06,0.102,0.269,119.819,201017.0,10.0
This Is Me,Keala Settle,846689539.0,247494.0,broadway,0.284,0.704,2.0,-7.276,1.0,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707.0,2.0
Impossible,James Arthur,839615216.0,380775.0,pop,0.376,0.695,0.0,-4.782,0.0,0.0933,0.135,0.0,0.11,0.302,169.533,209440.0,0.0
Burn,Ellie Goulding,834992123.0,380133.0,indietronica,0.555,0.772,1.0,-5.007,1.0,0.0523,0.315,0.0,0.105,0.346,86.921,231213.0,1.0
Faint,Linkin Park,829913897.0,1426354.0,alternative metal,0.554,0.978,4.0,-3.554,1.0,0.131,0.111,0.0,0.0731,0.594,135.095,162600.0,4.0
Welcome to the Black Parade,My Chemical Romance,828531870.0,427985.0,emo,0.217,0.905,2.0,-4.103,1.0,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107.0,2.0
Devil Eyes,Hippie Sabotage,818235283.0,354453.0,edm,0.391,0.396,1.0,-8.621,0.0,0.189,0.702,0.405,0.315,0.199,99.112,131272.0,1.0
Apologize,OneRepublic,816558593.0,258050.0,piano rock,0.593,0.74,8.0,-6.12,1.0,0.0339,0.363,2.22e-05,0.102,0.502,118.008,208107.0,8.0
How Deep Is Your Love,Bee Gees,815362327.0,519437.0,disco,0.594,0.5,5.0,-5.586,0.0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,241093.0,5.0
One Step Closer,Linkin Park,815127852.0,865348.0,alternative metal,0.492,0.969,9.0,-4.419,1.0,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,157333.0,9.0
No Surprises,Radiohead,808322139.0,932724.0,alternative rock,0.255,0.393,5.0,-10.654,1.0,0.0278,0.0577,0.00361,0.113,0.118,76.426,229120.0,5.0
Heart-Shaped Box,Nirvana,805295473.0,598591.0,grunge,0.256,0.641,1.0,-10.283,1.0,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160.0,1.0
Can I Be Him,James Arthur,804451767.0,372080.0,pop,0.696,0.543,11.0,-6.164,1.0,0.0489,0.308,0.0,0.0939,0.479,107.969,246880.0,11.0
Swim,Chase Atlantic,799599541.0,699142.0,alternative r&b,0.666,0.542,8.0,-6.429,1.0,0.0392,0.27,0.0,0.0765,0.0771,120.134,228787.0,8.0
Love Me Again,John Newman,794131694.0,455273.0,dance pop,0.495,0.894,2.0,-4.814,0.0,0.0441,0.00453,0.000596,0.103,0.213,126.03,239894.0,2.0
